work_orders,Process_numbers,section_names,status,working_hours,priority
FA2303020374,10,ES,0,60,3610
FA2302190121,3,G,0,3,3611
FA2302190124,3,CNC,0,6,3612
FA2302190121,4,EP,0,1,3613
FA2302190124,4,GP,0,4,3614
FA2303050085,4,G,0,3,3615
FA2302190121,5,WE,0,12,3616
FA2302190124,5,CNC,0,11,3617
FA2302220379,5,G,0,2.5,3618
FA2303050085,5,ES,0,22,3619
FA2302190121,6,CNC,0,6,3620
FA2302190124,6,WE,0,10,3621
FA2302220379,6,WE,0,5,3622
FA2303050085,6,M,0,1.2,3623
FA2302190121,7,ES,0,26,3624
FA2302190124,7,M,0,4,3625
FA2302220379,7,CNC,0,18,3626
FA2302220379,8,ES,0,20,3627
FA2302220379,9,M,0,0.8,3628
FA2302220379,10,G,0,0.8,3629
FA2302220350,3,GP,0,2.5,3630
FA2303030020,3,MC,0,8,3631
FA2302190203,4,M,0,2.5,3632
FA2302190204,4,M,0,2.5,3633
FA2302220350,4,CNC,0,8,3634
FA2302220355,4,G,0,2.5,3635
FA2302220380,4,GP,0,5,3636
FA2302220384,4,GP,0,4,3637
FA2302220385,4,GP,0,4,3638
FA2303030020,4,BD,0,5,3639
FA2302190199,5,GP,0,3,3640
FA2302190200,5,GP,0,3,3641
FA2302190203,5,CNC,0,3,3642
FA2302190204,5,CNC,0,3,3643
FA2302220350,5,WE,0,8,3644
FA2302220355,5,M,0,0.8,3645
FA2302220358,5,CNC,0,6,3646
FA2302220380,5,G,0,2.5,3647
FA2302220381,5,G,0,2.5,3648
FA2302220384,5,G,0,1.5,3649
FA2302220385,5,G,0,1.5,3650
FA2303030020,5,CNC,0,11,3651
FA2302190199,6,CNC,0,10,3652
FA2302190200,6,CNC,0,10,3653
FA2302190203,6,GP,0,3,3654
FA2302190204,6,GP,0,3,3655
FA2302220350,6,ES,0,10,3656
FA2302220355,6,ES,0,16,3657
FA2302220358,6,EP,0,1,3658
FA2302220377,6,GP,0,8,3659
FA2302220380,6,EP,0,0.6,3660
FA2302220381,6,WE,0,2.5,3661
FA2302220384,6,WE,0,2.5,3662
FA2302220385,6,WE,0,2.5,3663
FA2303030020,6,GP,0,10,3664
FA2302190199,7,WE,0,3.5,3665
FA2302190200,7,WE,0,3.5,3666
FA2302190203,7,WE,0,8,3667
FA2302190204,7,WE,0,8,3668
FA2302220358,7,WE,0,6,3669
FA2302220377,7,EP,0,0.8,3670
FA2302220380,7,WE,0,6,3671
FA2302220381,7,ES,0,16,3672
FA2302220384,7,ES,0,8,3673
FA2302220385,7,ES,0,8,3674
FA2303030020,7,EP,0,0.5,3675
FA2302190199,8,ES,0,8,3676
FA2302190200,8,ES,0,8,3677
FA2302190203,8,CNC,0,11,3678
FA2302190204,8,CNC,0,11,3679
FA2302220358,8,ES,0,18,3680
FA2302220377,8,WE,0,13,3681
FA2302220380,8,ES,0,8,3682
FA2302220381,8,M,0,0.7,3683
FA2302220384,8,M,0,0.5,3684
FA2302220385,8,M,0,0.5,3685
FA2303030020,8,WE,0,3,3686
FA2302190199,9,M,0,0.5,3687
FA2302190200,9,M,0,0.5,3688
FA2302190203,9,ES,0,9,3689
FA2302190204,9,ES,0,9,3690
FA2302220358,9,M,0,1.5,3691
FA2302220377,9,CNC,0,5,3692
FA2302220380,9,M,0,0.7,3693
FA2302220381,9,G,0,0.3,3694
FA2302220384,9,G,0,0.3,3695
FA2302220385,9,G,0,0.3,3696
FA2303030020,9,CNC,0,32,3697
FA2302190203,10,M,0,0.8,3698
FA2302190204,10,M,0,0.8,3699
FA2302220377,10,ES,0,8,3700
FA2302220380,10,G,0,0.5,3701
FA2303030020,10,ES,0,26,3702
FA2302220377,11,M,0,0.8,3703
FA2302220377,12,G,0,0.5,3704
FA2303090091,2,M,0,2.5,3705
FA2303100089,2,CNC,0,1.8,3706
FA2302190169,3,G,0,5,3707
FA2302190171,3,G,0,5,3708
FA2302220345,3,G,0,3,3709
FA2302220353,3,G,0,2,3710
FA2302220375,3,G,0,5,3711
FA2302280320,3,H,0,72,3712
FA2303030009,3,BD,0,3,3713
FA2303090091,3,G,0,2.5,3714
FA2303100089,3,ES,0,1.8,3715
FA2302190169,4,CNC,0,1.5,3716
FA2302190171,4,CNC,0,1.5,3717
FA2302220335,4,G,0,1,3718
FA2302220336,4,G,0,1,3719
FA2302220337,4,G,0,3,3720
FA2302220338,4,G,0,3,3721
FA2302220339,4,G,0,3,3722
FA2302220340,4,G,0,3,3723
FA2302220341,4,G,0,3,3724
FA2302220342,4,G,0,3,3725
FA2302220343,4,G,0,3,3726
FA2302220344,4,G,0,4,3727
FA2302220345,4,CNC,0,3,3728
FA2302220346,4,CNC,0,5,3729
FA2302220347,4,G,0,2.5,3730
FA2302220348,4,G,0,3,3731
FA2302220349,4,G,0,3,3732
FA2302220351,4,G,0,3,3733
FA2302220352,4,G,0,3,3734
FA2302220353,4,CNC,0,4,3735
FA2302220354,4,G,0,2.5,3736
FA2302220356,4,G,0,1,3737
FA2302220357,4,G,0,3,3738
FA2302220359,4,G,0,3.5,3739
FA2302220360,4,G,0,1.5,3740
FA2302220361,4,G,0,1.5,3741
FA2302220369,4,G,0,2.5,3742
FA2302220372,4,G,0,1,3743
FA2302220373,4,G,0,2.5,3744
FA2302220375,4,WE,0,8,3745
FA2302220376,4,G,0,4.5,3746
FA2302220388,4,G,0,2,3747
FA2302280320,4,GP,0,3,3748
FA2303020375,4,GP,0,6,3749
FA2303030009,4,M,0,10,3750
FA2303050002,4,G,0,1.5,3751
FA2303050003,4,G,0,1.5,3752
FA2303050004,4,G,0,1.5,3753
FA2303050006,4,G,0,1.5,3754
FA2303050007,4,G,0,1.5,3755
FA2303050009,4,G,0,1.5,3756
FA2303050010,4,G,0,1.5,3757
FA2303050011,4,G,0,1.5,3758
FA2303050013,4,G,0,1.5,3759
FA2303050014,4,G,0,1.5,3760
FA2303050016,4,G,0,1.5,3761
FA2303050017,4,G,0,1.5,3762
FA2303050018,4,G,0,1.5,3763
FA2303050020,4,G,0,1.5,3764
FA2303050021,4,G,0,1.5,3765
FA2303050084,4,G,0,4,3766
FA2303050089,4,G,0,2.5,3767
FA2303090091,4,WE,0,12,3768
FA2302190173,5,G,0,4,3769
FA2302190174,5,G,0,4,3770
FA2302220335,5,AW,0,0.5,3771
FA2302220336,5,AW,0,0.5,3772
FA2302220337,5,ES,0,6,3773
FA2302220338,5,ES,0,6,3774
FA2302220339,5,ES,0,6,3775
FA2302220340,5,ES,0,6,3776
FA2302220341,5,ES,0,6,3777
FA2302220342,5,ES,0,6,3778
FA2302220343,5,ES,0,6,3779
FA2302220344,5,G,0,1,3780
FA2302220345,5,EP,0,0.4,3781
FA2302220346,5,WE,0,4.5,3782
FA2302220347,5,ES,0,4,3783
FA2302220348,5,ES,0,3,3784
FA2302220349,5,ES,0,3,3785
FA2302220351,5,ES,0,3,3786
FA2302220352,5,WE,0,2,3787
FA2302220353,5,EP,0,0.5,3788
FA2302220354,5,ES,0,4,3789
FA2302220356,5,AW,0,0.5,3790
FA2302220357,5,ES,0,4,3791
FA2302220359,5,CNC,0,4.5,3792
FA2302220360,5,M,0,0.8,3793
FA2302220361,5,ES,0,4,3794
FA2302220369,5,CNC,0,4,3795
FA2302220370,5,EP,0,0.5,3796
FA2302220371,5,M,0,0.5,3797
FA2302220372,5,M,0,0.8,3798
FA2302220373,5,ES,0,5,3799
FA2302220374,5,ES,0,5,3800
FA2302220375,5,CNC,0,2,3801
FA2302220376,5,ES,0,3,3802
FA2302220382,5,G,0,2.5,3803
FA2302220386,5,G,0,2,3804
FA2302220388,5,WE,0,1.2,3805
FA2302280320,5,G,0,8,3806
FA2303020375,5,G,0,2,3807
FA2303030009,5,CNC,0,11,3808
FA2303050001,5,CNC,0,2.5,3809
FA2303050002,5,CNC,0,2,3810
FA2303050003,5,CNC,0,2,3811
FA2303050004,5,CNC,0,3.5,3812
FA2303050005,5,CNC,0,2,3813
FA2303050006,5,CNC,0,2,3814
FA2303050007,5,CNC,0,2,3815
FA2303050008,5,CNC,0,2.5,3816
FA2303050009,5,CNC,0,2,3817
FA2303050010,5,CNC,0,2,3818
FA2303050011,5,CNC,0,3.5,3819
FA2303050012,5,CNC,0,2,3820
FA2303050013,5,CNC,0,2,3821
FA2303050014,5,CNC,0,2,3822
FA2303050015,5,CNC,0,2.5,3823
FA2303050016,5,CNC,0,2,3824
FA2303050017,5,CNC,0,2,3825
FA2303050018,5,CNC,0,3.5,3826
FA2303050019,5,CNC,0,2,3827
FA2303050020,5,CNC,0,2,3828
FA2303050021,5,CNC,0,2,3829
FA2303050084,5,ES,0,7,3830
FA2303050089,5,M,0,1.3,3831
FA2303090091,5,CNC,0,2,3832
FA2302220335,6,G,0,1.5,3833
FA2302220336,6,G,0,1.5,3834
FA2302220344,6,ES,0,4,3835
FA2302220345,6,WE,0,6,3836
FA2302220346,6,ES,0,2,3837
FA2302220351,6,M,0,0.5,3838
FA2302220352,6,ES,0,5,3839
FA2302220353,6,WE,0,6,3840
FA2302220356,6,G,0,1.5,3841
FA2302220359,6,ES,0,8,3842
FA2302220360,6,CNC,0,4.5,3843
FA2302220369,6,ES,0,7,3844
FA2302220370,6,WE,0,2.5,3845
FA2302220371,6,CNC,0,4,3846
FA2302220372,6,CNC,0,6,3847
FA2302220373,6,M,0,0.5,3848
FA2302220382,6,EP,0,0.5,3849
FA2302220386,6,WE,0,2.5,3850
FA2302220388,6,ES,0,3,3851
FA2302280320,6,WE,0,15,3852
FA2303020375,6,WE,0,10,3853
FA2303030009,6,GP,0,10,3854
FA2303050001,6,G,0,3,3855
FA2303050002,6,G,0,2,3856
FA2303050003,6,G,0,2,3857
FA2303050004,6,ES,0,3.5,3858
FA2303050005,6,G,0,3,3859
FA2303050006,6,G,0,2,3860
FA2303050007,6,G,0,2,3861
FA2303050008,6,G,0,3,3862
FA2303050009,6,G,0,2,3863
FA2303050010,6,G,0,2,3864
FA2303050011,6,ES,0,3.5,3865
FA2303050012,6,G,0,3,3866
FA2303050013,6,G,0,2,3867
FA2303050014,6,G,0,2,3868
FA2303050015,6,G,0,3,3869
FA2303050016,6,G,0,2,3870
FA2303050017,6,G,0,2,3871
FA2303050018,6,ES,0,3.5,3872
FA2303050019,6,G,0,3,3873
FA2303050020,6,G,0,2,3874
FA2303050021,6,G,0,2,3875
FA2303090091,6,ES,0,3,3876
FA2302220335,7,ES,0,2,3877
FA2302220336,7,ES,0,2,3878
FA2302220345,7,ES,0,6,3879
FA2302220353,7,ES,0,8,3880
FA2302220356,7,ES,0,3,3881
FA2302220360,7,ES,0,8,3882
FA2302220370,7,CNC,0,3,3883
FA2302220371,7,ES,0,7,3884
FA2302220372,7,ES,0,6,3885
FA2302220382,7,WE,0,6,3886
FA2302220386,7,ES,0,5,3887
FA2302280320,7,M,0,0.5,3888
FA2303020375,7,CNC,0,24,3889
FA2303030009,7,CNC,0,32,3890
FA2303050004,7,G,0,2,3891
FA2303050011,7,G,0,2,3892
FA2303050018,7,G,0,2,3893
FA2302220370,8,ES,0,12,3894
FA2302220372,8,G,0,1.5,3895
FA2302220382,8,ES,0,8,3896
FA2302220386,8,M,0,0.5,3897
FA2303020375,8,ES,0,30,3898
FA2303030009,8,ES,0,20,3899
FA2303050004,8,M,0,1,3900
FA2303050011,8,M,0,1,3901
FA2303050018,8,M,0,1,3902
FA2302220370,9,M,0,0.5,3903
FA2302220382,9,M,0,0.7,3904
FA2302220386,9,G,0,0.3,3905
FA2303020375,9,M,0,1.2,3906
FA2302220382,10,G,0,0.5,3907
FA2303020375,10,G,0,0.5,3908
FA2303120078,2,EP,0,0.5,3909
FA2302190170,3,G,0,1.8,3910
FA2302190172,3,G,0,1.8,3911
FA2302190190,3,WE,0,2,3912
FA2302190191,3,WE,0,1.5,3913
FA2302190192,3,WE,0,1.5,3914
FA2302220387,3,G,0,2.5,3915
FA2302280249,3,H,0,72,3916
FA2302280258,3,H,0,72,3917
FA2302280259,3,CNC,0,2.5,3918
FA2302280260,3,H,0,72,3919
FA2302280304,3,CNC,0,3,3920
FA2302280306,3,CNC,0,3,3921
FA2303060034,3,WE,0,5,3922
FA2303120078,3,WE,0,7,3923
FA2302220363,4,G,0,2.5,3924
FA2302220364,4,G,0,2.5,3925
FA2302220365,4,G,0,2.5,3926
FA2302220366,4,G,0,2.5,3927
FA2302220367,4,G,0,2.5,3928
FA2302220368,4,G,0,2.5,3929
FA2302220387,4,ES,0,2.5,3930
FA2302280249,4,GP,0,3,3931
FA2302280258,4,GP,0,3.5,3932
FA2302280259,4,H,0,72,3933
FA2302280260,4,GP,0,3.5,3934
FA2302280304,4,H,0,72,3935
FA2302280306,4,H,0,72,3936
FA2303020368,4,CNC,0,30,3937
FA2303060034,4,M,0,3,3938
FA2303120078,4,G,0,9,3939
FA2302190131,5,M,0,0.5,3940
FA2302190134,5,M,0,0.5,3941
FA2302190139,5,M,0,0.5,3942
FA2302190141,5,M,0,0.5,3943
FA2302190142,5,M,0,0.5,3944
FA2302190150,5,WE,0,2.2,3945
FA2302190151,5,WE,0,2.2,3946
FA2302190155,5,WE,0,1.8,3947
FA2302190156,5,WE,0,1.8,3948
FA2302190157,5,WE,0,1.8,3949
FA2302190158,5,WE,0,1.8,3950
FA2302190159,5,WE,0,3,3951
FA2302190165,5,WE,0,2.3,3952
FA2302190184,5,G,0,1,3953
FA2302210059,5,M,0,1.5,3954
FA2302220363,5,ES,0,2,3955
FA2302220364,5,ES,0,2,3956
FA2302220365,5,ES,0,2,3957
FA2302220366,5,ES,0,1.5,3958
FA2302220367,5,ES,0,1.5,3959
FA2302220368,5,ES,0,1.5,3960
FA2302280249,5,G,0,8,3961
FA2302280258,5,G,0,5,3962
FA2302280259,5,GP,0,2.5,3963
FA2302280260,5,G,0,5,3964
FA2302280304,5,GP,0,3.5,3965
FA2302280306,5,GP,0,3,3966
FA2303020376,5,G,0,2,3967
FA2303120078,5,WE,0,6,3968
FA2302190159,6,M,0,0.5,3969
FA2302190165,6,M,0,0.5,3970
FA2302280249,6,WE,0,4,3971
FA2302280258,6,WE,0,6,3972
FA2302280259,6,G,0,3,3973
FA2302280260,6,WE,0,8,3974
FA2302280304,6,G,0,5,3975
FA2302280306,6,G,0,3.5,3976
FA2303020376,6,WE,0,10,3977
FA2303120078,6,ES,0,12,3978
FA2302280259,7,CNC,0,3,3979
FA2302280304,7,CNC,0,3,3980
FA2302280306,7,CNC,0,3.5,3981
FA2303020376,7,CNC,0,24,3982
FA2303120078,7,M,0,1,3983
FA2302280304,8,M,0,0.5,3984
FA2303020376,8,ES,0,30,3985
FA2303020376,9,M,0,1.2,3986
FA2303020376,10,G,0,0.5,3987
FA2302280254,3,H,0,72,3988
FA2302280255,3,H,0,72,3989
FA2302280256,3,H,0,72,3990
FA2302280257,3,H,0,72,3991
FA2302280270,3,H,0,72,3992
FA2302280272,3,H,0,72,3993
FA2302280273,3,H,0,72,3994
FA2302280274,3,H,0,72,3995
FA2302280275,3,H,0,72,3996
FA2302280276,3,H,0,72,3997
FA2302280279,3,H,0,72,3998
FA2302280280,3,H,0,72,3999
FA2302280281,3,H,0,72,4000
FA2302280282,3,H,0,72,4001
FA2302280283,3,H,0,72,4002
FA2302280284,3,H,0,72,4003
FA2302280285,3,H,0,72,4004
FA2302280286,3,H,0,72,4005
FA2302280287,3,H,0,72,4006
FA2302280290,3,H,0,72,4007
FA2302280291,3,H,0,72,4008
FA2302280296,3,H,0,72,4009
FA2302280297,3,H,0,72,4010
FA2302280303,3,H,0,72,4011
FA2302280308,3,H,0,72,4012
FA2302280309,3,H,0,72,4013
FA2302280317,3,H,0,72,4014
FA2303110049,3,CNC,0,6,4015
FA2303110053,3,CNC,0,6,4016
FA2302280254,4,GP,0,1.5,4017
FA2302280255,4,GP,0,1.5,4018
FA2302280256,4,GP,0,1.5,4019
FA2302280257,4,GP,0,1.5,4020
FA2302280270,4,G,0,1.3,4021
FA2302280272,4,GP,0,1.3,4022
FA2302280273,4,GP,0,1.5,4023
FA2302280274,4,GP,0,1.5,4024
FA2302280275,4,GP,0,1.5,4025
FA2302280276,4,GP,0,1.5,4026
FA2302280279,4,G,0,1.5,4027
FA2302280280,4,G,0,1.5,4028
FA2302280281,4,G,0,2,4029
FA2302280282,4,G,0,2,4030
FA2302280283,4,G,0,2,4031
FA2302280284,4,G,0,2,4032
FA2302280285,4,G,0,2,4033
FA2302280286,4,GP,0,2.5,4034
FA2302280287,4,GP,0,3,4035
FA2302280290,4,GP,0,2,4036
FA2302280291,4,GP,0,2.5,4037
FA2302280296,4,GP,0,2.5,4038
FA2302280297,4,GP,0,2.5,4039
FA2302280303,4,GP,0,1.5,4040
FA2302280308,4,G,0,5,4041
FA2302280309,4,G,0,5,4042
FA2302280317,4,G,0,1.5,4043
FA2303110049,4,G,0,6,4044
FA2303110053,4,G,0,6,4045
FA2302280254,5,M,0,0.5,4046
FA2302280255,5,WE,0,4,4047
FA2302280256,5,M,0,0.5,4048
FA2302280257,5,M,0,0.3,4049
FA2302280270,5,WE,0,2,4050
FA2302280272,5,EP,0,0.3,4051
FA2302280273,5,WE,0,3,4052
FA2302280274,5,WE,0,3,4053
FA2302280275,5,WE,0,2.5,4054
FA2302280276,5,WE,0,3,4055
FA2302280279,5,WE,0,2,4056
FA2302280280,5,WE,0,2,4057
FA2302280281,5,WE,0,3,4058
FA2302280282,5,WE,0,2.5,4059
FA2302280283,5,WE,0,2.5,4060
FA2302280284,5,WE,0,3,4061
FA2302280285,5,WE,0,2.5,4062
FA2302280286,5,G,0,0.5,4063
FA2302280287,5,GP,0,0.5,4064
FA2302280291,5,WE,0,8,4065
FA2302280296,5,G,0,3,4066
FA2302280297,5,G,0,3,4067
FA2302280303,5,M,0,0.3,4068
FA2302280308,5,M,0,0.5,4069
FA2302280309,5,WE,0,2.5,4070
FA2302280317,5,WE,0,2,4071
FA2303110049,5,CNC,0,20,4072
FA2303110053,5,CNC,0,20,4073
FA2302280255,6,M,0,0.3,4074
FA2302280272,6,WE,0,2,4075
FA2302280280,6,M,0,0.5,4076
FA2302280283,6,M,0,0.5,4077
FA2302280284,6,M,0,0.4,4078
FA2302280309,6,M,0,0.5,4079
FA2303110049,6,P,0,2,4080
FA2303110053,6,P,0,2,4081
FA2303110049,7,ES,0,40,4082
FA2303110053,7,ES,0,40,4083
FA2302280314,5,EP,0,0.5,4084
FA2302280314,6,WE,0,25,4085
FA2302280314,7,CNC,0,12,4086
FA2302280314,8,ES,0,15,4087
FA2302280314,9,M,0,0.5,4088
FA2303130400,2,CNC,0,4,4089
FA2303130439,2,CNC,0,3,4090
FA2303130400,3,WE,0,4,4091
FA2303130439,3,EP,0,1,4092
FA2303020369,4,G,0,16,4093
FA2303130400,4,ES,0,6,4094
FA2303130439,4,WE,0,3,4095
FA2302280248,5,CNC,0,6,4096
FA2302280268,5,G,0,4,4097
FA2303020369,5,CNC,0,10,4098
FA2303020371,5,CNC,0,10,4099
FA2303130439,5,ES,0,3,4100
FA2302220162,6,EP,0,0.5,4101
FA2302280154,6,ES,0,6,4102
FA2302280248,6,GP,0,4,4103
FA2302280268,6,EP,0,0.5,4104
FA2302220162,7,WE,0,3,4105
FA2302280154,7,G,0,3,4106
FA2302280248,7,CNC,0,10,4107
FA2302280268,7,WE,0,6,4108
FA2302220162,8,ES,0,3.5,4109
FA2302280248,8,M,0,3.5,4110
FA2302280268,8,CNC,0,8,4111
FA2302220162,9,M,0,2,4112
FA2302280248,9,WE,0,8,4113
FA2302280268,9,ES,0,15,4114
FA2302280268,10,M,0,0.5,4115
FA2302280268,11,G,0,0.3,4116
FA2302280294,3,GP,0,4,4117
FA2302280295,3,GP,0,4,4118
FA2302280319,3,GP,0,2.5,4119
FA2302280294,4,G,0,6,4120
FA2302280295,4,G,0,4.5,4121
FA2302280319,4,G,0,4,4122
FA2302280246,5,GP,0,4,4123
FA2302280266,5,G,0,2,4124
FA2302280267,5,G,0,2,4125
FA2302280294,5,CNC,0,8,4126
FA2302280295,5,CNC,0,5,4127
FA2302280312,5,CNC,0,20,4128
FA2302280315,5,G,0,2.5,4129
FA2302280319,5,WE,0,3,4130
FA2303110047,5,CNC,0,1.5,4131
FA2303110052,5,CNC,0,1.5,4132
FA2302280246,6,CNC,0,13,4133
FA2302280266,6,EP,0,0.5,4134
FA2302280267,6,EP,0,0.5,4135
FA2302280311,6,EP,0,0.5,4136
FA2302280312,6,EP,0,0.5,4137
FA2302280315,6,WE,0,3.5,4138
FA2302280319,6,CNC,0,6,4139
FA2303110047,6,ES,0,24,4140
FA2303110048,6,ES,0,24,4141
FA2303110051,6,ES,0,24,4142
FA2303110052,6,ES,0,24,4143
FA2302280246,7,WE,0,6,4144
FA2302280266,7,WE,0,12,4145
FA2302280267,7,WE,0,11,4146
FA2302280311,7,WE,0,3,4147
FA2302280312,7,WE,0,2,4148
FA2302280315,7,ES,0,10,4149
FA2302280319,7,ES,0,2.5,4150
FA2303110047,7,G,0,3,4151
FA2303110048,7,G,0,3.5,4152
FA2303110051,7,G,0,3,4153
FA2303110052,7,G,0,3,4154
FA2302280246,8,M,0,1,4155
FA2302280266,8,CNC,0,8,4156
FA2302280267,8,CNC,0,6,4157
FA2302280311,8,ES,0,3.5,4158
FA2302280312,8,ES,0,3.5,4159
FA2302280315,8,M,0,0.5,4160
FA2302280319,8,M,0,1,4161
FA2302280266,9,ES,0,4,4162
FA2302280267,9,ES,0,2,4163
FA2302280311,9,M,0,2,4164
FA2302280312,9,M,0,2,4165
FA2302280315,9,G,0,0.5,4166
FA2302280266,10,M,0,0.5,4167
FA2302280267,10,M,0,0.5,4168
FA2302280266,11,G,0,0.5,4169
FA2302280267,11,G,0,0.5,4170
FA2302280289,3,GP,0,1.5,4171
FA2302280298,3,G,0,1,4172
FA2302280299,3,WE,0,2,4173
FA2302280300,3,WE,0,3,4174
FA2302280301,3,WE,0,3,4175
FA2302280310,3,GP,0,2,4176
FA2302280318,3,G,0,2,4177
FA2302280244,4,G,0,3,4178
FA2302280245,4,G,0,3,4179
FA2302280247,4,G,0,3,4180
FA2302280289,4,CNC,0,1.5,4181
FA2302280310,4,G,0,3,4182
FA2302280318,4,CNC,0,3,4183
FA2302280244,5,ES,0,4,4184
FA2302280245,5,ES,0,3,4185
FA2302280247,5,CNC,0,6,4186
FA2302280250,5,M,0,0.3,4187
FA2302280251,5,M,0,0.3,4188
FA2302280252,5,M,0,0.3,4189
FA2302280253,5,M,0,0.3,4190
FA2302280261,5,M,0,0.4,4191
FA2302280263,5,G,0,1.5,4192
FA2302280264,5,G,0,1,4193
FA2302280265,5,G,0,4,4194
FA2302280269,5,G,0,1.5,4195
FA2302280271,5,EP,0,0.3,4196
FA2302280277,5,WE,0,2,4197
FA2302280278,5,WE,0,2,4198
FA2302280288,5,G,0,0.5,4199
FA2302280302,5,M,0,0.3,4200
FA2302280307,5,M,0,1,4201
FA2302280310,5,CNC,0,4,4202
FA2302280316,5,WE,0,2,4203
FA2302280247,6,WE,0,3,4204
FA2302280263,6,WE,0,2.5,4205
FA2302280264,6,WE,0,2,4206
FA2302280265,6,WE,0,2,4207
FA2302280269,6,WE,0,3.5,4208
FA2302280271,6,WE,0,2,4209
FA2302280263,7,ES,0,6,4210
FA2302280264,7,ES,0,6,4211
FA2302280265,7,ES,0,6,4212
FA2302280269,7,ES,0,6,4213
FA2302280263,8,M,0,0.5,4214
FA2302280264,8,M,0,0.5,4215
FA2302280265,8,M,0,0.5,4216
FA2302280269,8,M,0,0.5,4217
FA2302280263,9,G,0,0.3,4218
FA2302280264,9,G,0,0.3,4219
FA2302280265,9,G,0,0.3,4220
FA2302280269,9,G,0,0.3,4221
FA2303060101,5,H,0,72,4222
FA2303060102,5,H,0,72,4223
FA2303060106,5,H,0,72,4224
FA2303060101,6,GP,0,5,4225
FA2303060102,6,GP,0,5,4226
FA2303060106,6,GP,0,5,4227
FA2303060101,7,CNC,0,16,4228
FA2303060102,7,CNC,0,16,4229
FA2303060106,7,CNC,0,16,4230
FA2303060101,8,EP,0,1.5,4231
FA2303060102,8,EP,0,1.5,4232
FA2303060106,8,EP,0,1.5,4233
FA2303060101,9,WE,0,16,4234
FA2303060102,9,WE,0,16,4235
FA2303060106,9,WE,0,16,4236
FA2303060101,10,G,0,1.5,4237
FA2303060102,10,G,0,1.5,4238
FA2303060106,10,G,0,1.5,4239
FA2303060101,11,ES,0,32,4240
FA2303060102,11,ES,0,32,4241
FA2303060106,11,ES,0,32,4242
FA2302010118,2,EM,0,1,4243
FA2303060107,5,H,0,72,4244
FA2303060107,6,GP,0,5,4245
FA2303060107,7,CNC,0,16,4246
FA2303060107,8,EP,0,1.5,4247
FA2303060107,9,WE,0,16,4248
FA2303060107,10,G,0,1.5,4249
FA2303060107,11,ES,0,32,4250
FA2303030048,3,BD,0,3,4251
FA2303030048,4,CNC,0,14,4252
FA2303030048,5,M,0,5,4253
FA2303030048,6,H,0,72,4254
FA2303030048,7,GP,0,10,4255
FA2303030048,8,CNC,0,12,4256
FA2303030048,9,GP,0,3,4257
FA2303030048,10,CNC,0,18,4258
FA2303030048,11,ES,0,16,4259
FA2303060109,4,H,0,72,4260
FA2303060109,5,G,0,24,4261
FA2303060109,6,CNC,0,8,4262
FA2303060105,4,GP,0,3,4263
FA2303060105,5,CNC,0,4,4264
FA2303060105,6,WE,0,8,4265
FA2303060105,7,G,0,4,4266
FA2205110001,5,H,0,72,4267
FA2205110001,6,GP,0,1.5,4268
FA2205110001,7,MC,0,0.1,4269
FA2303060103,5,G,0,4,4270
FA2303060108,5,G,0,4,4271
FA2303060103,6,WE,0,16,4272
FA2303060108,6,WE,0,16,4273
FA2303060103,7,CNC,0,16,4274
FA2303060108,7,CNC,0,16,4275
FA2303060103,8,ES,0,16,4276
FA2303060108,8,ES,0,16,4277
FA2303050105,3,CNC,0,12,4278
FA2303050105,4,H,0,72,4279
FA2303050105,5,GP,0,10,4280
FA2303050105,6,CNC,0,28,4281
FA2303050105,7,EP,0,5,4282
FA2303050105,8,WE,0,40,4283
FA2303050105,9,ES,0,76,4284
FA2303110055,3,CNC,0,7,4285
FA2303060110,4,GP,0,3,4286
FA2303110055,4,G,0,7,4287
FA2303060110,5,CNC,0,4,4288
FA2303110055,5,EP,0,1.5,4289
FA2303060104,6,CNC,0,8,4290
FA2303060110,6,WE,0,8,4291
FA2303110055,6,WE,0,6,4292
FA2303060110,7,G,0,4,4293
FA2303110055,7,CNC,0,28,4294
FA2303110055,8,P,0,2,4295
FA2303110055,9,ES,0,40,4296
FA2204080102,3,M,0,0.5,4297
FA2303030058,3,BD,0,2,4298
FA2303030058,4,M,0,5,4299
FA2303030058,5,GP,0,5,4300
FA2303030058,6,CNC,0,20,4301
FA2303030058,7,WE,0,7,4302
FA2303030058,8,ES,0,16,4303
FA2303030058,9,M,0,1,4304
FA2303050104,3,CNC,0,14,4305
FA2303050116,3,CNC,0,14,4306
FA2303050104,4,H,0,72,4307
FA2303050116,4,H,0,72,4308
FA2303050104,5,GP,0,10,4309
FA2303050116,5,GP,0,10,4310
FA2303050104,6,CNC,0,36,4311
FA2303050116,6,CNC,0,36,4312
FA2303050104,7,EP,0,1,4313
FA2303050116,7,EP,0,1,4314
FA2303050104,8,WE,0,6,4315
FA2303050116,8,WE,0,6,4316
FA2303050104,9,ES,0,36,4317
FA2303050116,9,ES,0,36,4318
FA2303050112,3,CNC,0,6,4319
FA2303050113,3,CNC,0,6,4320
FA2303050112,4,H,0,72,4321
FA2303050113,4,H,0,72,4322
FA2303050112,5,GP,0,5,4323
FA2303050113,5,GP,0,5,4324
FA2303050112,6,G,0,12,4325
FA2303050113,6,G,0,12,4326
FA2303050112,7,EP,0,1.5,4327
FA2303050113,7,EP,0,1.5,4328
